cat_code,cat_l1_code,cat_l1,cat_l2_code,cat_l2,cat_l3_code,cat_l3,cat_l4_code,cat_l4,cat_l5
289903,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,그 외 기타 금속 가공제품 제조업,수동식 식품 가공 기기 및 금속 주방용기 제조업
289908,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,"금속 파스너, 스프링 및 금속선 가공제품 제조업",볼트 및 너트류 제조업
289910,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,"금속 파스너, 스프링 및 금속선 가공제품 제조업",그 외 금속 파스너 및 나사제품 제조업
289913,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,"금속 파스너, 스프링 및 금속선 가공제품 제조업",금속 스프링 제조업
289914,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,그 외 기타 금속 가공제품 제조업,피복 및 충전 용접봉 제조업
289915,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업
289916,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,그 외 기타 금속 가공제품 제조업,금속 위생용품 제조업
289917,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,그 외 기타 금속 가공제품 제조업,금속 표시판 제조업
289918,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,289,기타 금속 가공제품 제조업,2899,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업
291100,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2911,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,내연기관 제조업
291101,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2911,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,기타 기관 및 터빈 제조업
291200,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2912,유압 기기 제조업,유압 기기 제조업
291201,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2912,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",액체 펌프 제조업
291202,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2912,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",기체 펌프 및 압축기 제조업
291300,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2913,"베어링, 기어 및 동력 전달장치 제조업",기어 및 동력전달장치 제조업
291301,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2913,"베어링, 기어 및 동력 전달장치 제조업",구름베어링 제조업
291401,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2914,"산업용 오븐, 노 및 노용 버너 제조업","산업용 오븐, 노 및 노용 버너 제조업"
291501,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2915,"산업용 트럭, 승강기 및 물품 취급장비 제조업",산업용 트럭 및 적재기 제조업
291502,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2915,"산업용 트럭, 승강기 및 물품 취급장비 제조업",기타 물품 취급장비 제조업
291503,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2915,"산업용 트럭, 승강기 및 물품 취급장비 제조업",승강기 제조업
291504,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2915,"산업용 트럭, 승강기 및 물품 취급장비 제조업",컨베이어 장치 제조업
291901,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,기타 일반 목적용 기계 제조업,일반 저울 제조업
291902,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",산업용 냉장 및 냉동장비 제조업
291903,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",공기 조화장치 제조업
291904,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",산업용 송풍기 및 배기장치 제조업
291905,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",기체 여과기 제조업
291906,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",액체 여과기 제조업
291907,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업","증류기, 열 교환기 및 가스 발생기 제조업"
291908,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,기타 일반 목적용 기계 제조업,"용기 세척, 포장 및 충전기 제조업"
291909,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,기타 일반 목적용 기계 제조업,분사기 및 소화기 제조업
291911,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,기타 일반 목적용 기계 제조업,그 외 기타 일반 목적용 기계 제조업
292100,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2921,농업 및 임업용 기계 제조업,농업 및 임업용 기계 제조업
292201,C,제조업,29,기타 기계 및 장비 제조업,292,일반 목적용 기계 제조업,2922,기타 일반 목적용 기계 제조업,동력식 수지 공구 제조업
292202,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,금속 절삭기계 제조업
292203,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,전자 응용 절삭기계 제조업
292204,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,기타 가공 공작기계 제조업
292205,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,디지털 적층 성형기계 제조업
292206,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,금속 성형기계 제조업
292300,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2923,금속 주조 및 기타 야금용 기계 제조업,금속 주조 및 기타 야금용 기계 제조업
292400,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2924,건설 및 광업용 기계장비 제조업,건설 및 채광용 기계장비 제조업
292401,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2924,건설 및 광업용 기계장비 제조업,광물 처리 및 취급장비 제조업
292500,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2925,음ㆍ식료품 및 담배 가공기계 제조업,음ㆍ식료품 및 담배 가공기계 제조업
292600,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2926,"섬유, 의복 및 가죽 가공기계 제조업","기타 섬유, 의복 및 가죽 가공기계 제조업"
292601,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2926,"섬유, 의복 및 가죽 가공기계 제조업","산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업"
292700,C,제조업,29,금속 가공제품 제조업; 기계 및 가구 제외,292,무기 및 총포탄 제조업,2927,무기 및 총포탄 제조업,무기 및 총포탄 제조업
292901,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,산업용 로봇 제조업,산업용 로봇 제조업
292902,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,기타 특수 목적용 기계 제조업,인쇄 및 제책용 기계 제조업
292903,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,기타 특수 목적용 기계 제조업,주형 및 금형 제조업
292905,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,기타 특수 목적용 기계 제조업,펄프 및 종이 가공용 기계 제조업
292906,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,기타 특수 목적용 기계 제조업,"고무, 화학섬유 및 플라스틱 성형기 제조업"
292907,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,기타 특수 목적용 기계 제조업,그 외 기타 특수 목적용 기계 제조업
292908,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
292909,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2929,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업
293001,C,제조업,29,전기장비 제조업,293,가정용 기기 제조업,2930,가정용 전기 기기 제조업,주방용 전기 기기 제조업
293002,C,제조업,29,전기장비 제조업,293,가정용 기기 제조업,2930,가정용 전기 기기 제조업,기타 가정용 전기 기기 제조업
293004,C,제조업,29,전기장비 제조업,293,가정용 기기 제조업,2930,가정용 비전기식 조리 및 난방 기구 제조업,가정용 비전기식 조리 및 난방 기구 제조업
293005,C,제조업,29,전기장비 제조업,293,가정용 기기 제조업,2930,가정용 전기 기기 제조업,가정용 전기 난방기기 제조업
300100,C,제조업,30,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",300,컴퓨터 및 주변 장치 제조업,3001,컴퓨터 제조업,컴퓨터 제조업
300101,C,제조업,30,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",300,컴퓨터 및 주변 장치 제조업,3001,기억 장치 및 주변 기기 제조업,기타 주변 기기 제조업
300102,C,제조업,30,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",300,컴퓨터 및 주변 장치 제조업,3001,기억 장치 및 주변 기기 제조업,기억 장치 제조업
300103,C,제조업,30,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",300,컴퓨터 및 주변 장치 제조업,3001,기억 장치 및 주변 기기 제조업,컴퓨터 모니터 제조업
300104,C,제조업,30,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",300,컴퓨터 및 주변 장치 제조업,3001,기억 장치 및 주변 기기 제조업,컴퓨터 프린터 제조업
300201,C,제조업,30,기타 기계 및 장비 제조업,300,일반 목적용 기계 제조업,3002,사무용 기계 및 장비 제조업,사무용 기계 및 장비 제조업
300202,C,제조업,30,기타 기계 및 장비 제조업,300,일반 목적용 기계 제조업,3002,사무용 기계 및 장비 제조업,사무용 기계 및 장비 제조업
311001,C,제조업,31,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",311,전자 부품 제조업,3110,기타 전자 부품 제조업,"전자코일, 변성기 및 기타 전자 유도자 제조업"
311002,C,제조업,31,전기장비 제조업,311,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",3110,"전동기, 발전기 및 전기 변환장치 제조업",전동기 및 발전기 제조업
311003,C,제조업,31,전기장비 제조업,311,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",3110,"전동기, 발전기 및 전기 변환장치 제조업",변압기 제조업
311004,C,제조업,31,전기장비 제조업,311,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",3110,"전동기, 발전기 및 전기 변환장치 제조업",방전 램프용 안정기 제조업
311005,C,제조업,31,전기장비 제조업,311,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",3110,"전동기, 발전기 및 전기 변환장치 제조업",에너지 저장장치 제조업
311006,C,제조업,31,전기장비 제조업,311,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",3110,"전동기, 발전기 및 전기 변환장치 제조업",기타 전기 변환장치 제조업
312000,C,제조업,31,전기장비 제조업,312,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",3120,전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업
312001,C,제조업,31,전기장비 제조업,312,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",3120,전기 공급 및 제어장치 제조업,"전기회로 개폐, 보호 장치 제조업"
312002,C,제조업,31,전기장비 제조업,312,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",3120,전기 공급 및 제어장치 제조업,전기회로 접속장치 제조업
313001,C,제조업,31,전기장비 제조업,313,절연선 및 케이블 제조업,3130,절연선 및 케이블 제조업,기타 절연선 및 케이블 제조업
313002,C,제조업,31,전기장비 제조업,313,절연선 및 케이블 제조업,3130,절연선 및 케이블 제조업,절연 코드세트 및 기타 도체 제조업
313003,C,제조업,31,전기장비 제조업,313,절연선 및 케이블 제조업,3130,절연선 및 케이블 제조업,광섬유 케이블 제조업
314000,C,제조업,31,전기장비 제조업,314,일차전지 및 축전지 제조업,3140,일차전지 및 축전지 제조업,축전지 제조업
314001,C,제조업,31,전기장비 제조업,314,일차전지 및 축전지 제조업,3140,일차전지 및 축전지 제조업,일차전지 제조업
315001,C,제조업,31,전기장비 제조업,315,전구 및 조명장치 제조업,3150,조명장치 제조업,일반용 전기 조명장치 제조업
315002,C,제조업,31,전기장비 제조업,315,전구 및 조명장치 제조업,3150,조명장치 제조업,전시 및 광고용 조명장치 제조업
315003,C,제조업,31,전기장비 제조업,315,전구 및 조명장치 제조업,3150,전구 및 램프 제조업,전구 및 램프 제조업
315005,C,제조업,31,전기장비 제조업,315,전구 및 조명장치 제조업,3150,조명장치 제조업,기타 조명장치 제조업
319001,C,제조업,31,전기장비 제조업,319,전구 및 조명장치 제조업,3190,조명장치 제조업,운송장비용 조명장치 제조업
319002,C,제조업,31,전기장비 제조업,319,기타 전기장비 제조업,3190,기타 전기장비 제조업,그 외 기타 전기장비 제조업
319003,C,제조업,31,전기장비 제조업,319,기타 전기장비 제조업,3190,기타 전기장비 제조업,전기 경보 및 신호장치 제조업
319004,C,제조업,31,전기장비 제조업,319,기타 전기장비 제조업,3190,기타 전기장비 제조업,전기용 탄소제품 및 절연제품 제조업
319005,C,제조업,31,전기장비 제조업,319,기타 전기장비 제조업,3190,기타 전기장비 제조업,교통 신호장치 제조업
321000,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,반도체 제조업,3210,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",기타 반도체 소자 제조업
321001,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,기타 전자 부품 제조업,그 외 기타 전자 부품 제조업
321002,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,반도체 제조업,3210,전자집적회로 제조업,메모리용 전자집적회로 제조업
321003,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,반도체 제조업,3210,전자집적회로 제조업,비메모리용 및 기타 전자집적회로 제조업
321004,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,반도체 제조업,3210,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",발광 다이오드 제조업
321005,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,표시장치 제조업,액정 표시장치 제조업
321006,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,표시장치 제조업,유기 발광 표시장치 제조업
321007,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,표시장치 제조업,기타 표시장치 제조업
321008,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,인쇄회로기판 및 전자부품 실장기판 제조업,인쇄회로기판용 적층판 제조업
321009,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,인쇄회로기판 및 전자부품 실장기판 제조업,경성 인쇄회로기판 제조업
321011,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,인쇄회로기판 및 전자부품 실장기판 제조업,연성 및 기타 인쇄회로기판 제조업
321012,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,인쇄회로기판 및 전자부품 실장기판 제조업,전자 부품 실장기판 제조업
321013,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,기타 전자 부품 제조업,전자 축전기 제조업
321014,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,기타 전자 부품 제조업,전자 저항기 제조업
321015,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,기타 전자 부품 제조업,전자카드 제조업
321016,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",321,전자 부품 제조업,3210,기타 전자 부품 제조업,전자 감지장치 제조업
322002,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",322,통신 및 방송장비 제조업,3220,유선 통신장비 제조업,유선 통신장비 제조업
322003,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",322,통신 및 방송장비 제조업,3220,방송 및 무선 통신장비 제조업,방송장비 제조업
322004,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",322,통신 및 방송장비 제조업,3220,방송 및 무선 통신장비 제조업,이동 전화기 제조업
322005,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",322,통신 및 방송장비 제조업,3220,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업
323001,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",323,영상 및 음향 기기 제조업,3230,"텔레비전, 비디오 및 기타 영상 기기 제조업",비디오 및 기타 영상 기기 제조업
323005,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",323,영상 및 음향 기기 제조업,3230,"텔레비전, 비디오 및 기타 영상 기기 제조업",텔레비전 제조업
323006,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",323,영상 및 음향 기기 제조업,3230,"오디오, 스피커 및 기타 음향 기기 제조업","라디오, 녹음 및 재생 기기 제조업"
323007,C,제조업,32,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",323,영상 및 음향 기기 제조업,3230,"오디오, 스피커 및 기타 음향 기기 제조업",기타 음향기기 제조업
331100,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,방사선 장치 및 전기식 진단 기기 제조업,전기식 진단 및 요법 기기 제조업
331101,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,정형 외과용 및 신체 보정용 기기 제조업
331102,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업
331103,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,방사선 장치 및 전기식 진단 기기 제조업,방사선 장치 제조업
331104,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,치과용 기기 제조업
331105,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,정형 외과용 및 신체 보정용 기기 제조업
331106,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,의료용 기기 제조업,3311,기타 의료용 기기 제조업,의료용 가구 제조업
331201,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","물질 검사, 측정 및 분석 기구 제조업"
331203,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","레이더, 항행용 무선 기기 및 측량 기구 제조업"
331204,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","전자기 측정, 시험 및 분석 기구 제조업"
331205,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",속도계 및 적산계기 제조업
331206,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",기기용 자동 측정 및 제어장치 제조업
331207,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3312,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업"
331300,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",331,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",3313,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",산업 처리공정 제어장비 제조업
332000,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,의료용 기기 제조업,3320,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업
332001,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,사진장비 및 광학 기기 제조업,3320,사진장비 및 광학기기 제조업,"사진기, 영사기 및 관련 장비 제조업"
332002,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,의료용 기기 제조업,3320,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업
332003,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,사진장비 및 광학 기기 제조업,3320,사진장비 및 광학기기 제조업,광학 렌즈 및 광학 요소 제조업
332004,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,사진장비 및 광학 기기 제조업,3320,사진장비 및 광학기기 제조업,기타 광학 기기 제조업
333000,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",333,시계 및 시계 부품 제조업,3330,시계 및 시계 부품 제조업,시계 및 시계 부품 제조업
341001,C,제조업,34,자동차 및 트레일러 제조업,341,자동차용 엔진 및 자동차 제조업,3410,자동차 제조업,화물 자동차 및 특수 목적용 자동차 제조업
341003,C,제조업,34,자동차 및 트레일러 제조업,341,자동차용 엔진 및 자동차 제조업,3410,자동차용 엔진 제조업,자동차용 엔진 제조업
341004,C,제조업,34,자동차 및 트레일러 제조업,341,자동차용 엔진 및 자동차 제조업,3410,자동차 제조업,승용차 및 기타 여객용 자동차 제조업
342000,C,제조업,34,자동차 및 트레일러 제조업,342,자동차 차체 및 트레일러 제조업,3420,자동차 차체 및 트레일러 제조업,트레일러 및 세미 트레일러 제조업
342001,C,제조업,34,자동차 및 트레일러 제조업,342,자동차 차체 및 트레일러 제조업,3420,자동차 차체 및 트레일러 제조업,차체 및 특장차 제조업
342002,C,제조업,34,자동차 및 트레일러 제조업,342,자동차 차체 및 트레일러 제조업,3420,자동차 차체 및 트레일러 제조업,자동차 구조 및 장치 변경업
343000,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
343001,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업
343002,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업
343003,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 동력 전달장치 제조업
343004,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 전기장치 제조업
343005,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업
343006,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 기타 신품 부품 제조업,자동차용 신품 제동장치 제조업
343007,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 재제조 부품 제조업,3430,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업
351101,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,강선 건조업
351102,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,기타 선박 건조업
351103,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,선박 구성 부분품 제조업
351105,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,기타 선박 건조업
351106,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,합성수지선 건조업
351107,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,기타 선박 건조업
351200,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3512,오락 및 스포츠용 보트 건조업,오락 및 스포츠용 보트 건조업
352000,C,제조업,35,기타 운송장비 제조업,352,철도장비 제조업,3520,철도장비 제조업,철도 차량 부품 및 관련 장치물 제조업
352001,C,제조업,35,기타 운송장비 제조업,352,철도장비 제조업,3520,철도장비 제조업,기관차 및 기타 철도 차량 제조업
353000,C,제조업,35,기타 운송장비 제조업,353,"항공기, 우주선 및 부품 제조업",3530,항공기용 엔진 및 부품 제조업,항공기용 부품 제조업
353001,C,제조업,35,기타 운송장비 제조업,353,"항공기, 우주선 및 부품 제조업",3530,"항공기, 우주선 및 보조장치 제조업","유인 항공기, 항공 우주선 및 보조장치 제조업"
353002,C,제조업,35,기타 운송장비 제조업,353,"항공기, 우주선 및 부품 제조업",3530,"항공기, 우주선 및 보조장치 제조업",무인 항공기 및 무인 비행장치 제조업
353003,C,제조업,35,기타 운송장비 제조업,353,"항공기, 우주선 및 부품 제조업",3530,항공기용 엔진 및 부품 제조업,항공기용 엔진 제조업
359100,C,제조업,35,기타 운송장비 제조업,359,그 외 기타 운송장비 제조업,3591,모터사이클 제조업,모터사이클 제조업
359200,C,제조업,35,기타 운송장비 제조업,359,그 외 기타 운송장비 제조업,3592,그 외 기타 분류 안된 운송장비 제조업,자전거 및 환자용 차량 제조업
